name;type;price;fuel-type;year_of_make;kim;power;place
Škoda;Octavia Combi;16583.29;Diesel;2015;177980;135;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36489;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36448;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36895;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36703;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;26265;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36219;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36303;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36415;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;35918;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36176;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;35411;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36539;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36447;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36576;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36735;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36221;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36436;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;36574;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;35340;88;5 (5 miest)
KIA;Cee’d;16594;Benzín;2022;35641;88;5 (5 miest)
BMW;X4;16625.00;Benzín;2016;192000;180;5 (5 miest)
Ford;Transit Custom;16625.00;Diesel;2017;211000;77;5 (9 miest)
Citroen;Jumper;16625.00;Diesel;2014;275300;96;5 (9 miest)
Hummer;H3;16625.00;Benzín;2007;122000;165;5
Mercedes;C trieda T;16625.00;Benzín;2006;219000;270;5 (5 miest)
BMW;rad 3;16625.00;Diesel;2009;166000;170;2 (4 miesta)
Toyota;Auris;16625.00;Benzín;2019;15000;97;5 (5 miest)
Mercedes;M trieda;16625.00;Diesel;2013;299900;150;5 (5 miest)
Nissan;Cabstar;16625.00;Diesel;2007;92000;110;2 (3 miesta)
Suzuki;SX4;16600;Benzín;2019;52500;103;5 (5 miest)
Ford;S-Max;16600;Diesel;2016;158000;154;5 (7 miest)
Škoda;Octavia Combi;16666.25;Diesel;2019;136963;110;5 (5 miest)
Subaru;Outback;16666.25;Diesel;2015;171000;110;5 (5 miest)
Škoda;Octavia Combi;16666.25;Diesel;2018;113155;110;5 (5 miest)
Mitsubishi;Pajero;16640;Diesel;2010;141800;147;5 (7 miest)
Škoda;Octavia Combi;16640;Diesel;2017;181100;135;5 (5 miest)
Toyota;Proace;16640;Diesel;2019;153903;90;4 (3 miesta)
Volkswagen;Caddy;16640;Diesel;2015;49100;75;5 (5 miest)
Peugeot;Boxer;16640;Diesel;2019;261250;120;4 (3 miesta)
Hyundai;Tucson;16662.50;Diesel;2015;63346;100;5 (5 miest)
Mercedes;C trieda T;16662.50;Benzín;2006;229000;270;5 (5 miest)
Fiat;Ducato;16662.50;Diesel;2012;175000;130;4 (8 miest)
Hyundai;i40 CW;16662.50;Diesel;2018;82000;104;5 (5 miest)
Škoda;Octavia Combi;16690;Diesel;2017;174000;135;5E mod.16
Kia;Rio;16680;Benzín;2023;315;74;5
Volvo;XC90;16669;Diesel;2012;166530;175;275 mod.06
Volkswagen;Sharan;16666;Diesel;2014;152117;103;7N1
Volkswagen;Touran;16666;Diesel;2019;230000;110;5T
Renault;Clio;16687.50;Benzín;2021;21106;67;5 (5 miest)
Volvo;XC60;16700;Diesel;2017;281000;162;5 (5 miest)
Seat;Arona;16700;Benzín;2021;27224;81;5 (5 miest)
Volkswagen;Passat Variant;16700;Diesel;2015;180000;110;B8
Škoda;Fabia;16700;Benzín;2023;10;81;5 (5 miest)
Abarth;595;16700;Benzín;2019;43601;118;2 (4 miesta)
Volkswagen;Golf Variant;16800;Diesel;2018;173000;135;5 (5 miest)
Peugeot;3008;16800;Diesel;2017;109779;88;5 (5 miest)
Renault;Trafic Combi;16800;Diesel;2019;163000;88;5 (3 miesta)
Fiat;Tipo;16800;Benzín;2021;69200;74;357 mod.20
Volkswagen;Golf;16800;Elektro;2016;50300;85;5 (5 miest)
Volkswagen;Passat;16800;Diesel;2015;265000;140;B8
Škoda;Superb Combi;16870;Diesel;2018;152976;88;3V
Iveco;Daily;16889.58;Diesel;2006;225000;100;2 (3 miesta)
Hyundai;Kona;16890;Benzín;2020;33891;88;5 (5 miest)
Seat;Ateca;16890;Diesel;2017;190000;110;KH
Seat;Leon ST;16890;Diesel;2020;136002;110;5 (5 miest)
Renault;Trafic Combi;16890;Diesel;2015;232500;92;4 (9 miest)
Škoda;Superb;16890;Diesel;2016;208000;140;3V
Mercedes;R trieda;16900;Diesel;2012;145000;200;5 (7 miest)
Suzuki;Vitara;16900;Benzín;2019;78000;103;LY mod.19
Ford;Kuga;16900;Diesel;2018;107500;88;DM2 mod.16
Hyundai;i30 Fastback;16900;Benzín;2020;105000;103;PD
Volvo;XC60;16900;Diesel;2016;170000;110;5 (5 miest)
Hyundai;Santa Fe;16900;Diesel;2014;144000;145;DM
Fiat;500X;16900;Benzín;2017;161000;125;334
Kia;Optima;16900;Benzín;2016;151455;151;4
Opel;Astra ST;16900;Benzín;2020;64779;107;5
Volkswagen;Touran;16990;Diesel;2019;188000;110;5T
Volkswagen;T-Cross;16990;Benzín;2020;45000;70;5 (5 miest)
Volkswagen;Passat Alltrack;16990;Diesel;2018;210000;140;B8
Audi;A4 Avant;16990;Diesel;2017;212056;160;8W5
BMW;rad 5 Touring;16990;Diesel;2015;232450;120;5 (5 miest)
Škoda;Octavia Combi;16990;Diesel;2018;103382;85;Strieborná sv.
Volkswagen;Passat;16990;Diesel;2019;142406;110;B8
Audi;A6 Allroad;16990;Diesel;2014;250000;180;4GH
Nissan;Qashqai;16990;Benzín;2019;75500;117;5 (5 miest)
Volvo;XC60;16990;Diesel;2017;206000;140;5 (5 miest)
Mercedes;C trieda T;16990;Diesel;2016;262243;100;5
Škoda;Octavia;16990;Diesel;2018;131158;110;5 (5 miest)
Volkswagen;Passat Variant;16990;Diesel;2015;143000;110;B8
Škoda;Octavia Combi;16990;Benzín;2019;110075;110;5E mod.16
Peugeot;Boxer;16990;Diesel;2017;448743;120;5 (6 miest)
Škoda;Kodiaq;16990;Diesel;2017;250000;110;NS
Mazda;6;16990;Benzín;2014;163039;141;GJ
Hyundai;Tucson;16999;Benzín;2017;97426;97;TL
Fiat;Ducato;16999;Diesel;2019;171290;96;5 (3 miesta)
KIA;Cee’d;16999;Benzín;2021;48184;118;5 (5 miest)
Jeep;Renegade;16999;Diesel;2016;110000;103;5 (5 miest)
BMW;X1;16999;Diesel;2015;139440;135;5
Mercedes;CL;16999;Benzín;2008;252500;285;W216
Audi;Q7;17000;Diesel;2016;265801;200;4MB
Škoda;Octavia;17000;Diesel;2019;78000;85;5E mod.16
Fiat;Doblo Combi;17000;Diesel;2019;90000;77;263 mod.15
Mercedes;E trieda;17000;Benzín;2012;95000;150;W212
Volkswagen;Golf;17000;Elektro;2016;39190;85;5 (5 miest)
Hyundai;Tucson;17000;Benzín;2019;96000;130;TL mod.18
Jaguar;XE;17000;Diesel;2017;135000;120;X760
Volkswagen;Golf Variant;17000;Diesel;2019;103000;110;mod.17
Ford;Transit Bus;17041.67;Diesel;2015;196000;92;5 (9 miest)
Opel;Crossland;17014;Benzín;2022;16055;81;5 (5 miest)
Volkswagen;Polo;17000;Benzín+Plyn;2022;17800;66;mod.21
BMW;X6;17000;Diesel;2010;283944;180;E71
Škoda;Superb Combi;17000;Diesel;2017;127000;110;3V
Audi;A4 Avant;17000;Diesel;2017;202000;140;8W5
KIA;Cee’d Sporty Wagon;17000;Benzín;2019;39300;103;CD
BMW;rad 5;17000;Benzín;2011;218000;300;F10
Renault;Kadjar;17000;Benzín;2019;102000;117;5 (5 miest)
BMW;rad 3 GT;17000;Benzín;2017;193200;135;5 (5 miest)
Škoda;Superb Combi;17000;Diesel;2018;207000;110;5 (5 miest)
Citroen;Jumpy;17091.25;Diesel;2018;214000;110;5 (6 miest)
Fiat;Ducato;17091.25;Diesel;2015;182619;109;4 (3 miesta)
Renault;Master Furgon;17091.25;Diesel;2018;438000;125;2 (3 miesta)
Citroen;Jumpy;17091.25;Diesel;2018;214000;110;5 (6 miest)
Iveco;Daily;17091.25;Diesel;2008;192897;130;4 (7 miest)
Renault;Master Furgon;17091.25;Diesel;2017;243868;81;4 (3 miesta)
Mercedes;C trieda T;17083.33;Diesel;2017;252000;125;5 (5 miest)
Peugeot;3008;17083.33;Benzín;2017;111000;96;5 (5 miest)
Škoda;Scala;17083.33;Diesel;2020;45000;85;5 (5 miest)
Volkswagen;T6 Transporter;17083.33;Diesel;2016;178000;75;4 (3 miesta)
BMW;rad 2 Gran Tourer;17200;Diesel;2018;116000;85;F46
Seat;Leon;17200;Benzín;2019;35238;96;5F mod.16
KIA;Sportage;17200;Benzín;2018;111000;97;QL
Mercedes;CL;17200;Benzín;2017;89600;90;5 (5 miest)
Fiat;Doblo;17200;Diesel;2021;90500;77;263 mod. 15
Mazda;6;17200;Diesel;2017;76000;129;GL mod.15
Audi;A3 Sportback;17200;Diesel;2014;218000;135;5 (5 miest)
Hyundai;i30 CW;17200;Benzín;2019;43660;103;5 (5 miest)
Toyota;Avensis Combi;17250.00;Benzín;2018;64000;108;5 (5 miest)
Mercedes;E trieda;17213;Benzín;2000;67800;165;5 (8 miest)
Peugeot;208;17290;Benzín;2023;100;74;5 (5 miest)
Volkswagen;Touran;17290;Diesel;2019;188000;110;5 (5 miest)
Iveco;Daily;17280;Diesel;2014;294000;107;ZCFC50A400D517157
BMW;rad 5;17350;Diesel;2014;250000;190;F10 mod.13
Ford;S-Max;17350;Diesel;2016;151313;110;5 (7 miest)
Seat;Ateca;17340;Diesel;2019;96600;85;KH
Škoda;Karoq;17333;Benzín;2020;51000;110;5 (5 miest)
Mercedes;B trieda;17312;Benzín;2015;104300;155;5 (5 miest)
Škoda;Octavia Combi;17458.33;Benzín;2018;80025;110;4 (5 miest)
Škoda;Octavia;17458.33;Benzín;2018;46856;110;5 (5 miest)
Škoda;Octavia Combi;17430;Diesel;2019;187535;110;5 (5 miest)
Volkswagen;Passat Variant;17400;Diesel;2018;148000;110;B8
Seat;Ateca;17400;Diesel;2016;193000;140;KH
Toyota;Corolla;17400;Benzín;2019;66000;97;E21
Škoda;Octavia Combi;17400;Diesel;2017;155000;135;5E mod.16
Škoda;Scala;17499.96;Benzín;2019;27815;85;5 (5 miest)
Volvo;XC90;17499.96;Diesel;2013;169831;147;5 (7 miest)
Škoda;Octavia;17499.96;Benzín;2019;60073;110;5 (5 miest)
Seat;Leon;17499.96;Benzín;2018;83836;96;5 (5 miest)
Opel;Combo;17473;Diesel;2018;59800;75;4 (5 miest)
Dodge;RAM;17499.58;Benzín+Plyn;2008;205000;231;4 (6 miest)
Mercedes;E trieda Coupé;17499.58;Diesel;2011;116000;170;2 (4 miesta)
Škoda;Octavia;17472;Diesel;2019;137800;110;5 (5 miest)
Škoda;Octavia Combi;17472;Diesel;2017;71990;110;5 (5 miest)
Dacia;Duster;17497.92;Benzín;2018;16365;92;5 (5 miest)
Škoda;Superb Combi;17497.92;Diesel;2017;165629;110;5 (5 miest)
Audi;A6 Avant;17495.83;Diesel;2012;133001;230;5 (5 miest)
Volkswagen;T6 Transporter;17495.83;Diesel;2018;221000;110;4 (3 miesta)
Mercedes;CLS;17495.83;Diesel;2014;138700;190;5 (5 miest)
Škoda;Octavia Combi;17495.83;Diesel;2017;151000;110;5 (5 miest)
Peugeot;Boxer;17495.83;Diesel;2016;82600;96;5 (3 miesta)
Land Rover;Discovery;17495.83;Diesel;2015;227000;110;5 (55 miest)
Hyundai;i30;17495.83;Benzín;2019;39200;103;5 (5 miest)
Mercedes;C trieda T;17490;Diesel;2015;210000;125;S205
Subaru;Impreza;17490;Benzín;2019;79500;84;GT
Opel;Insignia;17490;Diesel;2019;130691;154;5
Škoda;Superb;17490;Diesel;2018;148000;88;3V
Peugeot;208;17490;Benzín;2023;5000;74;5
Hyundai;i30 Fastback;17500;Benzín;2019;39100;103;PD
Audi;A5 Cabriolet;17500;Diesel;2013;236000;150;8F7 mod.11
Suzuki;Vitara;17500;Benzín;2019;33313;103;5 (5 miest)
Audi;Q5;17500;Benzín;2013;89000;132;8RB mod.12
Škoda;Scala;17500;Benzín;2020;76000;110;NW
Škoda;Superb Combi;17500;Diesel;2018;271550;140;3V
Mazda;6 Wagon;17500;Diesel;2015;130000;129;GL mod.15
Škoda;Octavia;17500;Diesel;2015;168000;135;5E
BMW;X1;17500;Benzín;2017;255000;141;F48
Škoda;Octavia Combi;17499;Diesel;2019;167516;135;5 (5 miest)
Škoda;Karoq;17500;Diesel;2017;160000;77;5
Peugeot;5008;17500;Diesel;2017;53000;88;OE mod.14
Škoda;Superb Combi;17500;Diesel;2017;169000;140;5 (5 miest)
Ford;Focus;17500;Benzín;2019;141388;110;MK4
Škoda;Superb Combi;17500;Diesel;2018;173000;110;3V
Volkswagen;Golf Variant;17500;Diesel;2017;130000;110;mod.17
Hyundai;Tucson;17500;Benzín;2018;81400;97;TL mod.18
Audi;A8;17500;Diesel;2011;318000;258;4 (5 miest)
Hyundai;Tucson;17500;Diesel;2017;92040;104;TL
Škoda;Octavia;17500;Diesel;2017;106000;110;5E mod.16
Fiat;Ducato;17500;Diesel;2020;130000;118;295
Mercedes;C trieda T;17600;Diesel;2015;157000;125;S205
Škoda;Octavia;17600;Diesel;2019;120000;110;5E mod.16
Hyundai;i30 CW;17600;Benzín;2022;49958;81;5 (5 miest)
Škoda;Superb Combi;17600;Diesel;2017;168500;88;3V
Peugeot;208;17600;Benzín;2022;26231;74;5 (5 miest)
Ford;Transit;17708.33;Diesel;2010;318000;63;4 (6 miest)
Mazda;2;17708.33;Benzín;2022;2000;85;5 (5 miest)
Mercedes;E trieda T;17708.33;Diesel;2015;134950;125;S212 mod.13
BMW;rad 5;17666;Diesel;2012;166000;135;F10
Peugeot;Boxer;17664;Diesel;2017;100120;120;4 (3 miesta)
Ford;Transit Custom;17664;Diesel;2015;175850;92;4 (9 miest)
Škoda;Superb Combi;17664;Diesel;2020;225800;140;5 (5 miest)
Volkswagen;Touran;17650;Diesel;2018;190000;140;5T
Kia;Rio;17630;Benzín;2023;5;74;5
Kia;Rio;17630;Benzín;2023;5;74;5
Kia;Rio;17630;Benzín;2023;5;74;5
Kia;Rio;17630;Benzín;2023;5;74;5
Kia;Rio;17630;Benzín;2023;5;74;5
Peugeot;Boxer;17645.83;Diesel;2009;69000;96;4 (7 miest)
Mercedes;Viano;17612;Diesel;2010;173000;120;4 (8 miest)
Porsche;Cayenne;17690;Diesel;2009;205000;176;955/957 mod.08
Volkswagen;Crafter;17690;Diesel;2016;143600;103;2 (3 miesta)
Fiat;500;17690;Benzín;2023;2;51;5
Opel;Corsa;17690;Benzín;2023;2;55;5 (5 miest)
Mazda;CX-9;17770;Benzín;2015;85712;204;5 (7 miest)
Mercedes;GL trieda;17760;Diesel;2010;225000;250;5 (5 miest)
Škoda;Karoq;17750;Diesel;2019;154500;85;NU
Mercedes;C trieda;17750;Diesel;2017;148900;85;W205
Renault;Clio;17770.83;Benzín;2022;8649;67;5 (5 miest)
Kia;Cee’d;17739;Benzín;2023;7;74;5 (5 miest)
Kia;Cee’d;17739;Benzín;2023;7;74;5 (5 miest)
Hyundai;Bayon;17730;Benzín;2023;10;74;Červená
Volkswagen;Golf;17846;Benzín;2017;125900;110;5 (5 miest)
Ford;Mondeo Combi;17870.83;Diesel;2018;159950;132;5 (5 miest)
BMW;rad 5 Touring;17870.33;Diesel;2014;242000;190;5 (5 miest)
Hyundai;Tucson;17840;Benzín;2015;121200;130;5 (5 miest)
Renault;Trafic Furgon;17814;Diesel;2017;163100;92;4 (8 miest)
Opel;Crossland;17811;Benzín;2022;12054;81;5 (5 miest)
Audi;S3;17833.33;Benzín;2017;78308;228;5 (5 miest)
Audi;Q7;17912.50;Diesel;2009;265823;250;5 (6 miest)
Peugeot;3008;17912.50;Diesel;2018;103990;88;5 (5 miest)
Volkswagen;Golf;17912.50;Benzín;2020;67220;85;5 (5 miest)
Peugeot;Expert;17880;Diesel;2016;81000;90;2PK
Volkswagen;Golf;17880;Diesel;2017;103000;135;WVWZZZAUZHW149819
Mercedes;Sprinter;17880;Diesel;2016;313000;119;WDB9061551N629092
Iveco;Daily;17880;Diesel;2015;319077;107;ZCFC150A505050081
Ford;Focus Combi;17871;Benzín;2019;79845;133;5 (5 miest)
Volkswagen;Touareg;17871;Diesel;2012;229980;180;5 (5 miest)
Volkswagen;Polo;17890;Benzín+Plyn;2022;16000;66;Červená metalíza
KIA;Niro;17890;Hybrid (benzín/elektro);2018;94780;77;DE
Mercedes;GLK;17890;Diesel;2013;178000;125;5 (5 miest)
Volkswagen;Golf;17890;Benzín;2018;51185;110;5 (5 miest)
Renault;Kadjar;17900;Benzín;2018;62000;96;5 (5 miest)
Seat;Ateca;17900;Diesel;2019;96000;85;KH
KIA;Sportage;17900;Benzín;2017;61000;97;QL
KIA;Sportage;17900;Benzín;2017;88100;97;5 (5 miest)
Audi;A6 Avant;17900;Diesel;2014;199817;160;4G5 mod.15
Peugeot;Rifter;17900;Benzín;2019;54000;81;5 (5 miest)
BMW;rad 5 GT;17900;Diesel;2013;169600;190;F07
Hyundai;Tucson;17990;Diesel;2017;146000;104;TL
Toyota;Yaris;17990;Benzín;2021;30291;68;5
Volkswagen;Passat Variant;17990;Diesel;2018;137000;140;B8
Škoda;Octavia Combi;17990;Benzín;2017;138000;132;5 (5 miest)
Audi;S5;17990;Benzín;2010;225000;245;5 (4 miesta)
Land Rover;Freelander 2;17980;Diesel;2015;196000;140;0 (5 miest)
Abarth;595;17980;Benzín;2020;20000;121;2
Mercedes;GL trieda;17990;Diesel;2012;327000;195;5 (7 miest)
Opel;Corsa;17990;Benzín;2023;2;74;5 (5 miest)
Renault;Trafic Furgon;17990;Diesel;2019;100400;89;5 (3 miesta)
Jeep;Wrangler;17990;Diesel;2010;184000;130;3 (5 miest)
Suzuki;SX4 S-Cross;17990;Benzín;2018;75653;103;5 (5 miest)
Opel;Crossland;17990;Benzín;2022;5000;81;5 (5 miest)
Škoda;Superb Combi;17990;Diesel;2017;173459;140;5
Iveco;Daily;17990;Diesel;2015;189346;125;0 (3 miesta)
Toyota;Aygo X;17990;Benzín;2022;7875;53;5 (4 miesta)
Audi;Q7;17999;Diesel;2013;279000;180;4LB mod.10
Mazda;3;17999;Benzín;2019;80000;90;5 (5 miest)
BMW;rad 5;17999;Diesel;2015;199000;140;F10 mod.13
Škoda;Octavia;17999;Diesel;2021;66965;85;5 (5 miest)
Hyundai;i30;17999;Diesel;2021;20269;85;PD mod.20
Hyundai;i30;17999;Diesel;2021;22300;85;PD mod.20
Volkswagen;Golf;18025.00;Benzín;2016;9400;81;5 (5 miest)
Suzuki;SX4 S-Cross;17999;Benzín;2017;66321;103;5 (5 miest)
Audi;A8;17999;Diesel;2014;278900;190;4H mod.14
Volkswagen;T5 Transporter;17999;Diesel;2016;191000;103;4 (9 miest)
Land Rover;Range Rover Evoque;17999;Diesel;2017;78203;132;3
BMW;rad 3 Touring;17999;Diesel;2019;145000;110;G21
Škoda;Octavia;17999;Diesel;2021;51647;85;5 (5 miest)
KIA;Sportage;17999;Benzín;2019;53000;97;QL mod.18
Mazda;CX-3;17999;Benzín;2017;11256;88;5 (5 miest)
Volkswagen;Caddy;18000;Diesel;2016;195000;110;5 (5 miest)
Volkswagen;CC;18000;Diesel;2016;123500;135;5 (5 miest)
Cadillac;Escalade;18000;Benzín;2008;222500;298;5 (7 miest)
Kia;Picanto;18000;Benzín;2023;3012;74;5 (5 miest)
Audi;Q7;18000;Diesel;2012;298000;180;4LB mod.10
Nissan;NP300 Pickup;18000;Diesel;2016;192000;140;4 (5 miest)
Audi;A6;18000;Diesel;2013;158000;180;4G2
Mazda;3;18000;Benzín;2018;46000;88;BM mod.17
Volkswagen;Touareg;18000;Diesel;2015;220000;150;7P mod.14
Mercedes;M trieda;18000;Diesel;2014;338600;190;166
Suzuki;Vitara;18000;Benzín;2018;60000;88;LY
Volvo;V90;18000;Diesel;2017;183000;140;5 (5 miest)
Toyota;Yaris;18000;Benzín;2022;4069;92;5 (5 miest)
Škoda;Fabia;18000;Benzín;2018;43000;92;NJ
Audi;A3 Sedan;18000;Diesel;2017;222000;110;8V
Suzuki;SX4 S-Cross;18000;Hybrid (benzín/elektro);2020;26310;95;5 (5 miest)
Nissan;Cabstar;18096;Diesel;2010;178600;84;0 (3 miesta)
BMW;rad 4 Coupé;18096;Diesel;2014;159330;135;2 (4 miesta)
Citroen;Jumpy;18099.58;Diesel;2017;141000;85;4 (5 miest)
Citroen;Jumpy;18099.58;Diesel;2018;197780;90;4 (2 miesta)
Citroen;Jumpy;18099.58;Diesel;2017;141000;85;4 (5 miest)
Renault;Master Furgon;18099.58;Diesel;2019;191000;125;5 (2 miesta)
Volkswagen;Crafter;18164;Diesel;2017;175200;120;4 (3 miesta)
Volvo;V60;18151;Diesel;2017;87800;110;5 (5 miest)
Volkswagen;Tiguan Allspace;18166.67;Diesel;2017;75248;110;5 (7 miest)
Volkswagen;T5 Multivan;18150.00;Diesel;2006;158654;128;5 (7 miest)
Škoda;Octavia Combi;18291.67;Diesel;2016;85201;135;5 (5 miest)
Škoda;Octavia Combi;18291.67;Diesel;2019;209000;135;5 (5 miest)
Ford;Kuga;18263;Benzín;2018;101134;110;5 (5 miest)
Peugeot;3008;18262;Benzín;2017;56195;96;5 (5 miest)
Škoda;Fabia;18260;Benzín;2023;5;81;5 (5 miest)
Opel;Corsa;18260;Benzín;2023;2;55;Biela
Škoda;Octavia Combi;18244;Benzín;2017;93458;110;5 (5 miest)
Peugeot;208;18240;Benzín;2023;2;74;Žltá
Kia;Stonic;18210;Benzín;2023;1;74;KNADA817GP6797470
Land Rover;Range Rover Evoque;18300;Diesel;2013;170000;110;VA
Škoda;Scala;18300;Benzín;2023;90;81;5 (5 miest)
Opel;Combo;18300;Benzín;2019;47633;81;5 (5 miest)
Audi;S5;18300;Benzín;2010;227000;245;5 (4 miesta)
Audi;A5 Sportback;18300;Benzín;2014;143200;165;5 (4 miesta)
Škoda;Superb Combi;18300;Diesel;2018;185000;110;3V
BMW;rad 3 Touring;18300;Diesel;2016;119442;140;F31 mod.15
Volkswagen;T-Roc;18300;Diesel;2019;160000;85;T - Rock
Volkswagen;Passat;18333.33;Diesel;2008;24800;100;4 (5 miest)
Honda;CR-V;18333.33;Diesel;2016;93000;118;5 (5 miest)
Hyundai;i30;18333.29;Benzín;2019;64454;103;5 (5 miest)
Hyundai;Tucson;18333.29;Diesel;2017;74902;100;5 (5 miest)
Ford;Kuga;18333.29;Benzín+Plyn;2017;33361;88;5 (5 miest)
Škoda;Octavia Combi;18333.29;Diesel;2018;46185;110;5 (5 miest)
Audi;A7;18332.92;Benzín;2012;135124;220;5 (4 miesta)
Ford;S-Max;18332.92;Benzín;2017;100000;118;5 (5 miest)
Hyundai;Tucson;18400;Benzín;2018;35300;97;TL
Seat;Leon;18400;Benzín;2021;37000;96;5 (5 miest)
Škoda;Superb;18400;Diesel;2017;188500;140;3V
Iveco;Daily;18400;Benzín;2012;194100;93;0 (3 miesta)
Škoda;Superb;18490;Diesel;2017;223869;140;5 (5 miest)
Volkswagen;Tiguan;18490;Benzín;2018;193390;110;5 (5 miest)
Škoda;Kamiq;18490;Benzín;2020;62880;85;5 (5 miest)
Citroen;Berlingo;18490;Benzín;2019;56439;81;5 (7 miest)
Volkswagen;Tiguan;18490;Diesel;2017;167929;110;5 (5 miest)
Opel;Zafira Tourer;18490;Diesel;2018;72000;125;5 (7 miest)
Volkswagen;Tiguan;18499;Diesel;2017;195213;110;5 (5 miest)
BMW;rad 3;18499;Diesel;2016;164000;140;F30 mod.15
Škoda;Superb;18499;Benzín;2017;125000;110;5 (5 miest)
Mazda;6;18499;Diesel;2019;165819;135;5 (5 miest)
Dacia;Jogger;18499;Benzín;2022;17187;81;5 (7 miest)
Volkswagen;Passat Variant;18499;Diesel;2017;125000;140;B8
BMW;X1;18495;Diesel;2017;158650;110;5 (5 miest)
Jeep;Grand Cherokee;18500;Diesel;2014;173000;184;WK mod.13
BMW;rad 5;18500;Diesel;2015;194000;190;F10 mod.13
Nissan;Qashqai;18500;Diesel;2018;62000;96;J11/B/B05/ R9M
Mitsubishi;ASX;18500;Benzín;2020;36300;110;GA0 mod.19
Audi;A8;18500;Diesel;2010;255000;258;4H
Škoda;Yeti;18500;Diesel;2017;205000;110;5L mod.14
Audi;A7;18500;Diesel;2011;317000;180;4GA
Hyundai;Tucson;18500;Diesel;2017;88800;104;TL
Volkswagen;Passat Variant;18500;Diesel;2015;191000;77;5 (5 miest)
Škoda;Octavia;18512;Diesel;2014;56600;135;5 (5 miest)
Volkswagen;Golf;18512;Diesel;2017;161340;135;5 (5 miest)
Škoda;Scala;18539.58;Benzín;2020;64785;85;5 (5 miest)
Hyundai;Bayon;18500;Benzín;2023;1500;74;Biela
BMW;X1;18500;Diesel;2016;163428;110;F48
Mercedes;GLK;18500;Diesel;2014;203000;195;204 mod.12
Volkswagen;Touareg;18500;Diesel;2010;290000;250;7P
Nissan;Qashqai;18500;Benzín;2019;88000;118;J11 mod.17
BMW;rad 1;18500;Benzín;2019;108000;103;F40
Škoda;Superb Combi;18500;Diesel;2016;175000;140;3V
Citroen;Jumpy;18500;Diesel;2019;51500;70;4 (3 miesta)
Audi;A4 Avant;18500;Diesel;2017;212500;140;8W5
BMW;rad 5;18590;Diesel;2018;165000;150;5 (5 miest)
Opel;Movano;18603.75;Diesel;2018;321000;125;2 (3 miesta)
Mercedes;Sprinter;18603.75;Diesel;2016;324099;120;4 (3 miesta)
Ford;Tourneo Custom;18603.75;Diesel;2016;227683;114;5 (8 miest)
Peugeot;Expert;18603.75;Diesel;2018;197000;110;5 (5 miest)
Ford;Transit;18603.75;Diesel;2015;231000;74;5 (9 miest)
Ford;Transit Bus;18603.75;Diesel;2015;231000;74;5 (9 miest)
Ford;Transit Custom;18603.75;Diesel;2017;231000;77;5 (8 miest)
Opel;Movano;18603.75;Diesel;2018;321000;125;2 (3 miesta)
Peugeot;Expert;18603.75;Diesel;2018;197000;110;5 (5 miest)
Hyundai;i20;18630;Benzín;2023;10;74;Červená tm.
Kia;Cee’d;18630;Benzín;2023;7;74;5 (5 miest)
Škoda;Octavia;18600;Benzín;2016;87000;132;5E mod.16
Škoda;Scala;18708.33;Benzín;2021;17421;81;5 (5 miest)
Škoda;Superb Combi;18708.33;Diesel;2016;92000;110;5 (5 miest)
Škoda;Octavia Combi;18708.33;Benzín;2018;70402;110;4 (5 miest)
Škoda;Octavia;18708.33;Benzín;2019;45787;110;5 (5 miest)
Škoda;Octavia;18708.33;Benzín;2019;35318;110;5 (5 miest)
Ford;Transit;18708.33;Diesel;2018;124000;125;5 (6 miest)
Opel;Insignia;18708.33;Diesel;2018;138000;154;5
Audi;A3;18708.33;Diesel;2019;207900;110;4 (5 miest)
Škoda;Superb Combi;18745.83;Diesel;2017;131585;88;5 (5 miest)
Škoda;Karoq;18745.83;Diesel;2020;127530;85;5 (5 miest)
Škoda;Octavia Combi;18712;Diesel;2017;106925;110;5 (5 miest)
Jeep;Cherokee;18703;Diesel;2019;199980;143;5 (5 miest)
Suzuki;Vitara;18700;Hybrid (benzín/elektro);2021;46123;95;5 (5 miest)
Volkswagen;Touran;18700;Diesel;2017;203000;140;5T
Hyundai;Bayon;18730;Benzín;2023;10;62;Červená tm.
